Date,Q_Cumecs,Rainfall_mm,PET_mm
2006-08-18,0.3048,18.9,2.32
2006-08-19,0.4266,1.84,2.32
2006-08-20,0.2704,2.46,2.32
2006-08-21,0.2387,0.04,2.32
2006-08-22,0.2282,1.32,2.32
2006-08-23,0.2412,1.62,2.32
2006-08-24,0.22,0.0,2.32
2006-08-25,0.2196,0.04,2.32
2006-08-26,0.217,0.32,2.32
2006-08-27,0.2148,1.44,2.32
2006-08-28,0.2132,0.04,2.32
2006-08-29,0.21,0.14,2.32
2006-08-30,0.201,0.0,2.32
2006-08-31,0.2152,5.8,2.32
2006-09-01,0.2793,3.62,1.84
2006-09-02,0.2305,0.12,1.84
2006-09-03,0.2139,0.0,1.84
2006-09-04,0.2002,0.0,1.84
2006-09-05,0.2829,14.4,1.84
2006-09-06,0.2566,0.14,1.84
2006-09-07,0.2217,0.22,1.84
2006-09-08,0.2115,0.04,1.84
2006-09-09,0.2107,0.0,1.84
2006-09-10,0.2109,0.0,1.84
2006-09-11,0.2095,0.08,1.84
2006-09-12,0.2095,0.04,1.84
2006-09-13,0.2076,1.78,1.84
2006-09-14,0.305,11.16,1.84
2006-09-15,0.2623,0.0,1.84
2006-09-16,0.2415,0.04,1.84
2006-09-17,0.2308,0.0,1.84
2006-09-18,0.2284,1.6,1.84
2006-09-19,0.2174,1.54,1.84
2006-09-20,0.2232,0.3,1.84
2006-09-21,0.2177,0.0,1.84
2006-09-22,0.2204,3.18,1.84
2006-09-23,0.2258,0.08,1.84
2006-09-24,0.3038,8.02,1.84
2006-09-25,0.2698,0.6,1.84
2006-09-26,0.2472,0.32,1.84
2006-09-27,0.2445,1.42,1.84
2006-09-28,0.2332,0.0,1.84
2006-09-29,0.2309,0.4,1.84
2006-09-30,0.2235,4.96,1.84
2006-10-01,0.592,17.28,1.02
2006-10-02,0.5181,10.92,1.02
2006-10-03,0.4208,2.2,1.02
2006-10-04,0.3327,0.38,1.02
2006-10-05,0.3126,2.3,1.02
2006-10-06,0.2923,0.94,1.02
2006-10-07,0.2649,0.04,1.02
2006-10-08,0.26,0.62,1.02
2006-10-09,0.2474,0.04,1.02
2006-10-10,0.2503,3.94,1.02
2006-10-11,0.5158,16.78,1.02
2006-10-12,0.4884,0.18,1.02
2006-10-13,0.3431,0.04,1.02
2006-10-14,0.307,0.0,1.02
2006-10-15,0.2881,0.04,1.02
2006-10-16,0.2792,0.1,1.02
2006-10-17,0.2926,6.9,1.02
2006-10-18,0.4021,7.38,1.02
2006-10-19,0.9829,18.9,1.02
2006-10-20,1.0695,15.24,1.02
2006-10-21,0.9037,2.02,1.02
2006-10-22,0.6343,0.3,1.02
2006-10-23,0.5156,0.08,1.02
2006-10-24,0.5183,11.7,1.02
2006-10-25,1.3749,22.74,1.02
2006-10-26,2.0747,4.54,1.02
2006-10-27,1.1096,3.2,1.02
2006-10-28,0.8947,1.76,1.02
2006-10-29,0.7681,3.64,1.02
2006-10-30,0.8002,2.52,1.02
2006-10-31,1.0217,9.38,1.02
2006-11-01,0.937,1.66,0.56
2006-11-02,0.7615,0.08,0.56
2006-11-03,0.6749,0.04,0.56
2006-11-04,0.6175,0.0,0.56
2006-11-05,0.5707,0.0,0.56
2006-11-06,0.5338,0.0,0.56
2006-11-07,0.5058,2.28,0.56
2006-11-08,0.5017,0.56,0.56
2006-11-09,0.4639,0.14,0.56
2006-11-10,0.4686,3.5,0.56
2006-11-11,0.4718,1.28,0.56
2006-11-12,0.4679,1.06,0.56
2006-11-13,0.4723,0.16,0.56
2006-11-14,0.4236,0.02,0.56
2006-11-15,0.5874,13.54,0.56
2006-11-16,0.7439,0.3,0.56
2006-11-17,0.6803,5.66,0.56
2006-11-18,0.6183,0.02,0.56
2006-11-19,0.5864,5.84,0.56
2006-11-20,0.584,0.72,0.56
2006-11-21,0.5353,0.58,0.56
2006-11-22,0.5063,1.5,0.56
2006-11-23,0.7122,6.14,0.56
2006-11-24,0.6872,6.82,0.56
2006-11-25,0.73,0.28,0.56
2006-11-26,0.6167,6.04,0.56
2006-11-27,0.7009,1.52,0.56
2006-11-28,0.6213,0.12,0.56
2006-11-29,0.585,0.5,0.56
2006-11-30,0.5805,5.96,0.56
2006-12-01,0.6176,2.06,0.33
2006-12-02,0.6504,10.66,0.33
2006-12-03,1.0521,2.96,0.33
2006-12-04,0.8342,0.78,0.33
2006-12-05,0.7122,0.32,0.33
2006-12-06,0.6593,2.7,0.33
2006-12-07,0.674,1.12,0.33
2006-12-08,0.6085,0.02,0.33
2006-12-09,0.5575,0.12,0.33
2006-12-10,0.5603,0.32,0.33
2006-12-11,0.5257,0.3,0.33
2006-12-12,0.6841,6.64,0.33
2006-12-13,0.923,4.26,0.33
2006-12-14,0.8178,0.48,0.33
2006-12-15,0.689,0.0,0.33
2006-12-16,0.6186,0.12,0.33
2006-12-17,0.571,0.0,0.33
2006-12-18,0.5459,0.04,0.33
2006-12-19,0.5008,0.0,0.33
2006-12-20,0.4725,0.08,0.33
2006-12-21,0.4728,0.12,0.33
2006-12-22,0.4813,0.04,0.33
2006-12-23,0.4697,0.0,0.33
2006-12-24,0.4469,0.04,0.33
2006-12-25,0.4231,0.0,0.33
2006-12-26,0.4167,0.06,0.33
2006-12-27,0.4159,0.0,0.33
2006-12-28,0.4141,1.52,0.33
2006-12-29,0.5739,8.86,0.33
2006-12-30,0.6247,0.2,0.33
2006-12-31,0.8344,13.34,0.33
2007-01-01,0.8266,0.3,0.64
2007-01-02,0.6553,1.14,0.64
2007-01-03,0.7412,0.5,0.64
2007-01-04,0.6739,0.54,0.64
2007-01-05,0.628,0.26,0.64
2007-01-06,0.5936,0.16,0.64
2007-01-07,0.657,5.88,0.64
2007-01-08,0.7238,4.4,0.64
2007-01-09,0.8337,0.54,0.64
2007-01-10,0.7403,10.72,0.64
2007-01-11,1.2702,6.1,0.64
2007-01-12,0.9458,0.54,0.64
2007-01-13,0.7932,2.96,0.64
2007-01-14,0.7285,0.14,0.64
2007-01-15,0.6806,0.66,0.64
2007-01-16,0.6359,1.16,0.64
2007-01-17,0.649,2.32,0.64
2007-01-18,0.6637,3.3,0.64
2007-01-19,0.7493,5.48,0.64
2007-01-20,0.9242,0.38,0.64
2007-01-21,0.8094,4.84,0.64
2007-01-22,0.7781,2.3,0.64
2007-01-23,0.7275,3.14,0.64
2007-01-24,0.8026,1.0,0.64
2007-01-25,0.7792,0.8,0.64
2007-01-26,1.0342,2.84,0.64
2007-01-27,0.9117,0.28,0.64
2007-01-28,0.789,0.46,0.64
2007-01-29,0.7247,0.08,0.64
2007-01-30,0.6999,0.4,0.64
2007-01-31,0.6624,0.4,0.64
2007-02-01,0.6314,0.62,0.84
2007-02-02,0.6024,0.0,0.84
2007-02-03,0.5811,0.06,0.84
2007-02-04,0.5839,0.68,0.84
2007-02-05,0.578,0.38,0.84
2007-02-06,0.5735,3.3,0.84
2007-02-07,0.5588,2.42,0.84
2007-02-08,0.5604,4.8,0.84
2007-02-09,0.5448,3.44,0.84
2007-02-10,0.66,21.98,0.84
2007-02-11,3.7109,10.68,0.84
2007-02-12,3.1312,4.22,0.84
2007-02-13,1.8834,0.3,0.84
2007-02-14,1.5191,0.0,0.84
2007-02-15,1.4623,3.48,0.84
2007-02-16,1.2553,0.0,0.84
2007-02-17,1.0911,0.0,0.84
2007-02-18,1.0007,0.1,0.84
2007-02-19,0.9913,2.62,0.84
2007-02-20,0.9368,2.08,0.84
2007-02-21,1.0369,4.1,0.84
2007-02-22,1.0731,4.08,0.84
2007-02-23,0.999,0.8,0.84
2007-02-24,0.9692,2.0,0.84
2007-02-25,0.9396,1.48,0.84
2007-02-26,0.8742,1.42,0.84
2007-02-27,1.0511,5.42,0.84
2007-02-28,0.9788,3.0,0.84
2007-03-01,1.1097,3.98,1.33
2007-03-02,0.9747,2.2,1.33
2007-03-03,0.9277,0.0,1.33
2007-03-04,1.1163,16.3,1.33
2007-03-05,1.3113,13.28,1.33
2007-03-06,1.3277,0.84,1.33
2007-03-07,1.027,0.06,1.33
2007-03-08,0.9323,0.1,1.33
2007-03-09,0.8637,0.06,1.33
2007-03-10,0.8268,0.0,1.33
2007-03-11,0.8308,3.66,1.33
2007-03-12,0.8157,0.08,1.33
2007-03-13,0.7518,0.0,1.33
2007-03-14,0.7257,0.0,1.33
2007-03-15,0.7031,0.38,1.33
2007-03-16,0.6952,1.1,1.33
2007-03-17,0.6937,2.38,1.33
2007-03-18,0.6909,3.02,1.33
2007-03-19,0.8054,9.3,1.33
2007-03-20,0.8096,2.64,1.33
2007-03-21,0.8576,2.14,1.33
2007-03-22,0.9094,0.0,1.33
2007-03-23,0.7697,0.02,1.33
2007-03-24,0.7113,0.0,1.33
2007-03-25,0.6755,0.08,1.33
2007-03-26,0.6535,0.06,1.33
2007-03-27,0.6337,0.0,1.33
2007-03-28,0.9236,12.6,1.33
2007-03-29,1.1242,0.08,1.33
2007-03-30,0.8105,0.0,1.33
2007-03-31,0.7216,0.0,1.33
2007-04-01,0.6746,0.14,2.44
2007-04-02,0.6516,0.14,2.44
2007-04-03,0.6295,0.0,2.44
2007-04-04,0.6087,0.0,2.44
2007-04-05,0.5887,0.0,2.44
2007-04-06,0.5846,0.0,2.44
2007-04-07,0.5581,0.0,2.44
2007-04-08,0.55,0.0,2.44
2007-04-09,0.5382,0.02,2.44
2007-04-10,0.532,0.0,2.44
2007-04-11,0.5187,0.0,2.44
2007-04-12,0.4962,0.0,2.44
2007-04-13,0.4865,0.0,2.44
2007-04-14,0.4702,0.0,2.44
2007-04-15,0.4608,0.0,2.44
2007-04-16,0.4441,0.26,2.44
2007-04-17,0.4464,0.42,2.44
2007-04-18,0.4401,1.58,2.44
2007-04-19,0.4477,0.62,2.44
2007-04-20,0.444,1.56,2.44
2007-04-21,0.4669,4.06,2.44
2007-04-22,0.4967,0.78,2.44
2007-04-23,0.4536,0.22,2.44
2007-04-24,0.4459,8.06,2.44
2007-04-25,0.4756,0.44,2.44
2007-04-26,0.4207,0.0,2.44
2007-04-27,0.4028,0.12,2.44
2007-04-28,0.3924,0.0,2.44
2007-04-29,0.3875,0.0,2.44
2007-04-30,0.3764,0.0,2.44
2007-05-01,0.3674,0.0,2.24
2007-05-02,0.3629,0.08,2.24
2007-05-03,0.358,0.0,2.24
2007-05-04,0.3616,0.0,2.24
2007-05-05,0.3525,0.08,2.24
2007-05-06,0.3377,0.08,2.24
2007-05-07,0.3379,1.34,2.24
2007-05-08,0.3451,0.9,2.24
2007-05-09,0.447,20.1,2.24
2007-05-10,0.6258,2.56,2.24
2007-05-11,0.4475,8.64,2.24
2007-05-12,0.5339,1.38,2.24
2007-05-13,0.463,2.7,2.24
2007-05-14,0.4597,4.12,2.24
2007-05-15,0.428,0.0,2.24
2007-05-16,0.4037,0.26,2.24
2007-05-17,0.3899,0.24,2.24
2007-05-18,0.3801,2.7,2.24
2007-05-19,0.3565,0.08,2.24
2007-05-20,0.3449,2.16,2.24
2007-05-21,0.3379,1.06,2.24
2007-05-22,0.3283,0.0,2.24
2007-05-23,0.3216,0.0,2.24
2007-05-24,0.3228,0.46,2.24
2007-05-25,0.3188,0.24,2.24
2007-05-26,0.3134,1.24,2.24
2007-05-27,0.3105,2.32,2.24
2007-05-28,0.3193,5.4,2.24
2007-05-29,0.4785,26.74,2.24
2007-05-30,1.2114,9.12,2.24
2007-05-31,0.6894,0.04,2.24
2007-06-01,0.5375,0.0,2.63
2007-06-02,0.4872,0.34,2.63
2007-06-03,0.4731,1.72,2.63
2007-06-04,0.4494,0.14,2.63
2007-06-05,0.4355,0.02,2.63
2007-06-06,0.4237,0.0,2.63
2007-06-07,0.44,5.58,2.63
2007-06-08,0.4391,0.0,2.63
2007-06-09,0.4218,0.1,2.63
2007-06-10,0.418,0.0,2.63
2007-06-11,0.4032,0.0,2.63
2007-06-12,0.4353,10.86,2.63
2007-06-13,0.4599,0.2,2.63
2007-06-14,0.4072,0.0,2.63
2007-06-15,0.4074,3.64,2.63
2007-06-16,0.4634,3.78,2.63
2007-06-17,0.4478,1.64,2.63
2007-06-18,0.4266,0.0,2.63
2007-06-19,0.4111,1.64,2.63
2007-06-20,0.502,8.7,2.63
2007-06-21,0.4986,4.78,2.63
2007-06-22,1.1471,15.56,2.63
2007-06-23,1.8782,37.4,2.63
2007-06-24,3.5014,9.04,2.63
2007-06-25,1.712,2.08,2.63
2007-06-26,1.1701,0.1,2.63
2007-06-27,1.045,4.48,2.63
2007-06-28,1.0104,15.06,2.63
2007-06-29,2.2113,2.34,2.63
2007-06-30,1.2937,12.94,2.63
2007-07-01,1.5051,1.76,2.61
2007-07-02,1.3022,1.38,2.61
2007-07-03,1.1894,18.52,2.61
2007-07-04,1.2057,3.3,2.61
2007-07-05,1.1195,7.1,2.61
2007-07-06,1.3164,3.34,2.61
2007-07-07,1.0708,1.62,2.61
2007-07-08,0.9253,0.0,2.61
2007-07-09,0.841,0.0,2.61
2007-07-10,0.8016,0.16,2.61
2007-07-11,0.7605,0.0,2.61
2007-07-12,0.7376,0.58,2.61
2007-07-13,0.8644,20.82,2.61
2007-07-14,1.1761,0.36,2.61
2007-07-15,0.8276,4.24,2.61
2007-07-16,1.0294,7.62,2.61
2007-07-17,0.9898,6.94,2.61
2007-07-18,0.8978,2.6,2.61
2007-07-19,0.7931,0.08,2.61
2007-07-20,0.7241,0.0,2.61
2007-07-21,0.774,14.98,2.61
2007-07-22,1.0259,4.98,2.61
2007-07-23,1.037,9.48,2.61
2007-07-24,0.8996,0.6,2.61
2007-07-25,0.818,5.08,2.61
2007-07-26,0.9112,3.84,2.61
2007-07-27,0.8288,0.06,2.61
2007-07-28,0.7537,1.94,2.61
2007-07-29,0.7596,3.32,2.61
2007-07-30,0.7141,0.06,2.61
2007-07-31,0.6899,2.26,2.61
2007-08-01,0.6794,0.08,2.22
2007-08-02,0.6527,0.76,2.22
2007-08-03,0.6596,2.64,2.22
2007-08-04,0.6305,0.14,2.22
2007-08-05,1.4967,46.32,2.22
2007-08-06,3.0605,2.68,2.22
2007-08-07,1.3967,0.28,2.22
2007-08-08,1.0392,0.0,2.22
2007-08-09,0.9298,0.12,2.22
2007-08-10,0.8717,0.36,2.22
2007-08-11,0.9318,13.18,2.22
2007-08-12,1.5225,4.22,2.22
2007-08-13,1.1451,0.14,2.22
2007-08-14,0.9796,1.94,2.22
2007-08-15,0.9095,0.34,2.22
2007-08-16,0.8303,0.08,2.22
2007-08-17,0.788,0.62,2.22
2007-08-18,1.3955,26.96,2.22
2007-08-19,1.7401,0.24,2.22
2007-08-20,1.1119,0.14,2.22
2007-08-21,0.9765,0.12,2.22
2007-08-22,0.9066,0.12,2.22
2007-08-23,0.8634,0.08,2.22
2007-08-24,0.8238,0.02,2.22
2007-08-25,0.7986,0.2,2.22
2007-08-26,0.7671,0.0,2.22
2007-08-27,0.768,0.58,2.22
2007-08-28,0.7605,1.88,2.22
2007-08-29,0.7593,1.48,2.22
2007-08-30,0.7341,0.06,2.22
2007-08-31,0.7131,0.06,2.22
2007-09-01,0.6979,0.46,1.54
2007-09-02,0.6797,0.54,1.54
2007-09-03,0.6614,0.28,1.54
2007-09-04,0.6559,0.38,1.54
2007-09-05,0.6472,0.0,1.54
2007-09-06,0.6348,0.0,1.54
2007-09-07,0.6286,0.0,1.54
2007-09-08,0.624,0.0,1.54
2007-09-09,0.6288,0.56,1.54
2007-09-10,0.6107,0.0,1.54
2007-09-11,0.608,0.62,1.54
2007-09-12,0.6076,0.16,1.54
2007-09-13,0.6099,0.38,1.54
2007-09-14,0.5996,1.34,1.54
2007-09-15,0.6308,4.5,1.54
2007-09-16,0.8145,12.66,1.54
2007-09-17,0.8205,7.8,1.54
2007-09-18,0.7541,0.62,1.54
2007-09-19,0.6896,0.06,1.54
2007-09-20,0.654,0.02,1.54
2007-09-21,0.6299,0.0,1.54
2007-09-22,0.6181,0.18,1.54
2007-09-23,0.6116,3.16,1.54
2007-09-24,0.7356,7.12,1.54
2007-09-25,0.724,6.48,1.54
2007-09-26,0.7727,1.56,1.54
2007-09-27,0.7132,0.0,1.54
2007-09-28,0.6778,0.76,1.54
2007-09-29,0.6584,0.0,1.54
2007-09-30,0.6358,0.14,1.54
2007-10-01,0.6197,0.04,0.99
2007-10-02,0.6119,0.0,0.99
2007-10-03,0.6165,2.52,0.99
2007-10-04,0.6113,0.0,0.99
2007-10-05,0.5955,0.0,0.99
2007-10-06,0.615,0.36,0.99
2007-10-07,0.5869,0.0,0.99
2007-10-08,0.5819,2.64,0.99
2007-10-09,0.6015,0.4,0.99
2007-10-10,0.5743,0.14,0.99
2007-10-11,0.558,0.06,0.99
2007-10-12,0.5513,0.0,0.99
2007-10-13,0.5537,0.0,0.99
2007-10-14,0.5511,0.0,0.99
2007-10-15,0.5512,0.0,0.99
2007-10-16,0.5427,0.0,0.99
2007-10-17,0.5279,0.26,0.99
2007-10-18,0.5285,0.0,0.99
2007-10-19,0.5276,0.04,0.99
2007-10-20,0.5262,0.0,0.99
2007-10-21,0.5298,0.0,0.99
2007-10-22,0.5234,0.04,0.99
2007-10-23,0.5149,0.0,0.99
2007-10-24,0.5114,0.06,0.99
2007-10-25,0.5126,0.0,0.99
2007-10-26,0.5118,0.24,0.99
2007-10-27,0.5755,13.3,0.99
2007-10-28,0.665,0.16,0.99
2007-10-29,0.5584,0.18,0.99
2007-10-30,0.5416,0.28,0.99
2007-10-31,0.5329,0.0,0.99
2007-11-01,0.5277,0.98,0.58
2007-11-02,0.5225,0.0,0.58
2007-11-03,0.5147,0.0,0.58
2007-11-04,0.5163,2.54,0.58
2007-11-05,0.545,1.02,0.58
2007-11-06,0.524,0.0,0.58
2007-11-07,0.5132,0.98,0.58
2007-11-08,0.5186,2.7,0.58
2007-11-09,0.5237,5.9,0.58
2007-11-10,0.7168,8.0,0.58
2007-11-11,0.7158,1.78,0.58
2007-11-12,0.6765,3.88,0.58
2007-11-13,0.7079,1.18,0.58
2007-11-14,0.6418,0.02,0.58
2007-11-15,0.6036,0.0,0.58
2007-11-16,0.583,0.14,0.58
2007-11-17,0.585,5.7,0.58
2007-11-18,0.8815,7.94,0.58
2007-11-19,1.5989,16.36,0.58
2007-11-20,1.4281,12.82,0.58
2007-11-21,4.0891,34.62,0.58
2007-11-22,3.0095,2.6,0.58
2007-11-23,1.7572,0.48,0.58
2007-11-24,1.4156,2.54,0.58
2007-11-25,1.2362,0.0,0.58
2007-11-26,1.1077,0.84,0.58
2007-11-27,1.2004,4.38,0.58
2007-11-28,2.7516,17.26,0.58
2007-11-29,1.7636,1.58,0.58
2007-11-30,2.5832,13.9,0.58
2007-12-01,2.2567,0.6,0.23
2007-12-02,1.6503,1.5,0.23
2007-12-03,1.6205,2.16,0.23
2007-12-04,1.4922,1.88,0.23
2007-12-05,1.4324,1.6,0.23
2007-12-06,1.3136,1.1,0.23
2007-12-07,1.2857,2.56,0.23
2007-12-08,1.6755,15.08,0.23
2007-12-09,2.9696,8.84,0.23
2007-12-10,1.9606,0.32,0.23
2007-12-11,1.5306,0.08,0.23
2007-12-12,1.4318,0.0,0.23
2007-12-13,1.3343,0.0,0.23
2007-12-14,1.2475,0.0,0.23
2007-12-15,1.1707,0.0,0.23
2007-12-16,1.0929,0.0,0.23
2007-12-17,1.0131,0.0,0.23
2007-12-18,0.9629,0.0,0.23
2007-12-19,0.9095,0.04,0.23
2007-12-20,0.8827,0.04,0.23
2007-12-21,0.849,0.0,0.23
2007-12-22,0.8366,0.02,0.23
2007-12-23,0.8449,0.32,0.23
2007-12-24,0.8296,0.0,0.23
2007-12-25,0.8064,0.18,0.23
2007-12-26,0.8121,1.96,0.23
2007-12-27,0.8408,9.3,0.23
2007-12-28,1.2544,0.58,0.23
2007-12-29,0.9563,0.84,0.23
2007-12-30,0.8632,0.06,0.23
2007-12-31,1.0237,4.26,0.23
2008-01-01,1.1674,8.68,0.48
2008-01-02,1.4918,3.42,0.48
2008-01-03,1.2029,19.78,0.48
2008-01-04,2.547,22.04,0.48
2008-01-05,2.9896,0.66,0.48
2008-01-06,1.9508,0.54,0.48
2008-01-07,1.5474,0.48,0.48
2008-01-08,2.1602,12.66,0.48
2008-01-09,2.7795,1.26,0.48
2008-01-10,1.9119,4.02,0.48
2008-01-11,1.5888,0.0,0.48
2008-01-12,1.4031,3.4,0.48
2008-01-13,2.0859,6.32,0.48
2008-01-14,2.1284,0.06,0.48
2008-01-15,1.7238,3.0,0.48
2008-01-16,1.6589,0.2,0.48
2008-01-17,1.5824,4.04,0.48
2008-01-18,1.5966,1.22,0.48
2008-01-19,1.4288,0.0,0.48
2008-01-20,1.318,0.14,0.48
2008-01-21,1.2388,0.0,0.48
2008-01-22,1.1859,1.06,0.48
2008-01-23,1.2297,1.12,0.48
2008-01-24,1.2613,4.08,0.48
2008-01-25,1.5077,11.0,0.48
2008-01-26,1.5948,2.02,0.48
2008-01-27,1.3073,0.0,0.48
2008-01-28,1.1948,0.68,0.48
2008-01-29,1.3468,6.0,0.48
2008-01-30,1.279,4.6,0.48
2008-01-31,1.3906,8.32,0.48
2008-02-01,2.3493,14.88,0.9
2008-02-02,1.6284,1.68,0.9
2008-02-03,2.1304,4.64,0.9
2008-02-04,1.6338,0.16,0.9
2008-02-05,1.4648,1.74,0.9
2008-02-06,1.3103,0.6,0.9
2008-02-07,1.2728,0.2,0.9
2008-02-08,1.2054,0.0,0.9
2008-02-09,1.1392,0.14,0.9
2008-02-10,1.0958,0.04,0.9
2008-02-11,1.0647,0.0,0.9
2008-02-12,1.0249,0.04,0.9
2008-02-13,0.9885,0.04,0.9
2008-02-14,0.9735,0.0,0.9
2008-02-15,0.9423,0.0,0.9
2008-02-16,0.905,0.04,0.9
2008-02-17,0.8907,0.0,0.9
2008-02-18,0.8847,0.0,0.9
2008-02-19,0.8706,0.0,0.9
2008-02-20,0.8595,0.0,0.9
2008-02-21,0.8448,2.26,0.9
2008-02-22,0.8912,3.16,0.9
2008-02-23,0.8628,0.02,0.9
2008-02-24,0.8195,0.0,0.9
2008-02-25,0.8179,0.96,0.9
2008-02-26,0.7929,1.04,0.9
2008-02-27,0.7521,0.0,0.9
2008-02-28,0.7468,0.38,0.9
2008-02-29,0.8681,8.22,0.9
2008-03-01,0.899,3.58,0.91
2008-03-02,0.9092,0.18,0.91
2008-03-03,0.8221,2.06,0.91
2008-03-04,0.7927,0.4,0.91
2008-03-05,0.7819,2.12,0.91
2008-03-06,0.7858,0.1,0.91
2008-03-07,0.7535,0.5,0.91
2008-03-08,0.7617,2.96,0.91
2008-03-09,0.7323,2.86,0.91
2008-03-10,1.3282,12.94,0.91
2008-03-11,1.0586,0.72,0.91
2008-03-12,0.8859,0.0,0.91
2008-03-13,0.8198,0.0,0.91
2008-03-14,0.7774,0.0,0.91
2008-03-15,0.7593,1.28,0.91
2008-03-16,0.7619,1.4,0.91
2008-03-17,0.7417,0.96,0.91
2008-03-18,0.7297,1.66,0.91
2008-03-19,0.7188,0.92,0.91
2008-03-20,0.7651,6.8,0.91
2008-03-21,0.8877,7.46,0.91
2008-03-22,0.8718,2.94,0.91
2008-03-23,0.9174,5.34,0.91
2008-03-24,0.8873,4.22,0.91
2008-03-25,0.8444,0.28,0.91
2008-03-26,0.8404,1.78,0.91
2008-03-27,0.9391,5.52,0.91
2008-03-28,1.2259,2.0,0.91
2008-03-29,1.1479,3.96,0.91
2008-03-30,1.0038,0.32,0.91
2008-03-31,0.9089,2.84,0.91
2008-04-01,0.9195,2.06,1.56
2008-04-02,0.861,0.04,1.56
2008-04-03,0.825,2.38,1.56
2008-04-04,0.8365,3.42,1.56
2008-04-05,0.8861,7.86,1.56
2008-04-06,1.1423,18.34,1.56
2008-04-07,2.4918,8.0,1.56
2008-04-08,2.2214,8.22,1.56
2008-04-09,1.7398,1.1,1.56
2008-04-10,1.5287,8.94,1.56
2008-04-11,2.1401,6.74,1.56
2008-04-12,1.841,2.96,1.56
2008-04-13,1.6053,4.26,1.56
2008-04-14,1.5359,2.5,1.56
2008-04-15,1.3659,0.58,1.56
2008-04-16,1.2663,0.3,1.56
2008-04-17,1.1961,0.0,1.56
2008-04-18,1.1291,0.0,1.56
2008-04-19,1.069,0.0,1.56
2008-04-20,1.0188,0.0,1.56
2008-04-21,0.9788,0.0,1.56
2008-04-22,0.9494,0.0,1.56
2008-04-23,0.9253,0.68,1.56
2008-04-24,0.9012,0.64,1.56
2008-04-25,0.873,0.4,1.56
2008-04-26,0.8461,0.24,1.56
2008-04-27,0.8291,9.12,1.56
2008-04-28,1.0978,5.04,1.56
2008-04-29,1.0502,6.8,1.56
2008-04-30,1.4046,12.72,1.56
2008-05-01,1.532,4.68,2.58
2008-05-02,1.2158,0.48,2.58
2008-05-03,1.0465,0.0,2.58
2008-05-04,0.9791,0.1,2.58
2008-05-05,0.9223,0.04,2.58
2008-05-06,0.8924,0.0,2.58
2008-05-07,0.8649,0.0,2.58
2008-05-08,0.838,0.0,2.58
2008-05-09,0.8152,0.0,2.58
2008-05-10,1.1413,6.9,2.58
2008-05-11,0.9044,3.12,2.58
2008-05-12,0.9726,0.06,2.58
2008-05-13,0.8739,0.0,2.58
2008-05-14,0.8315,0.0,2.58
2008-05-15,0.8245,0.0,2.58
2008-05-16,0.8125,0.62,2.58
2008-05-17,0.7784,0.1,2.58
2008-05-18,0.7562,0.02,2.58
2008-05-19,0.74,0.0,2.58
2008-05-20,0.7291,0.06,2.58
2008-05-21,0.7141,0.0,2.58
2008-05-22,0.6985,0.36,2.58
2008-05-23,0.6874,0.32,2.58
2008-05-24,0.664,0.0,2.58
2008-05-25,0.6439,0.0,2.58
2008-05-26,0.6339,0.0,2.58
2008-05-27,0.626,0.32,2.58
2008-05-28,0.7032,11.58,2.58
2008-05-29,0.6606,1.54,2.58
2008-05-30,0.6517,0.46,2.58
2008-05-31,0.6188,0.0,2.58
2008-06-01,0.6548,8.32,2.69
2008-06-02,0.6445,0.8,2.69
2008-06-03,0.6805,4.56,2.69
2008-06-04,0.6177,0.0,2.69
2008-06-05,0.586,0.0,2.69
2008-06-06,0.5732,0.0,2.69
2008-06-07,0.5516,0.0,2.69
2008-06-08,0.5373,0.0,2.69
2008-06-09,0.53,0.0,2.69
2008-06-10,0.5234,0.42,2.69
2008-06-11,0.5185,1.5,2.69
2008-06-12,0.5122,1.4,2.69
2008-06-13,0.5122,2.62,2.69
2008-06-14,0.515,4.26,2.69
2008-06-15,0.5035,0.46,2.69
2008-06-16,0.4957,2.86,2.69
2008-06-17,0.502,0.36,2.69
2008-06-18,0.4972,1.38,2.69
2008-06-19,0.4925,1.82,2.69
2008-06-20,0.4786,0.8,2.69
2008-06-21,0.5246,18.2,2.69
2008-06-22,0.6633,5.72,2.69
2008-06-23,0.5245,1.12,2.69
2008-06-24,0.5322,5.94,2.69
2008-06-25,0.6109,3.74,2.69
2008-06-26,0.5349,0.06,2.69
2008-06-27,0.5017,0.22,2.69
2008-06-28,0.4847,0.02,2.69
2008-06-29,0.471,0.16,2.69
2008-06-30,0.4636,0.18,2.69
2008-07-01,0.49,8.56,2.9
2008-07-02,0.4795,0.14,2.9
2008-07-03,0.4627,0.0,2.9
2008-07-04,0.4559,0.0,2.9
2008-07-05,0.4534,0.14,2.9
2008-07-06,0.4604,1.42,2.9
2008-07-07,0.4736,4.74,2.9
2008-07-08,0.4824,4.94,2.9
2008-07-09,0.4725,4.36,2.9
2008-07-10,0.6435,18.7,2.9
2008-07-11,0.5922,1.14,2.9
2008-07-12,0.5056,0.72,2.9
2008-07-13,0.4684,0.26,2.9
2008-07-14,0.4466,0.06,2.9
2008-07-15,0.4311,0.0,2.9
2008-07-16,0.4255,0.9,2.9
2008-07-17,0.4575,9.44,2.9
2008-07-18,0.4597,2.32,2.9
2008-07-19,0.4382,1.92,2.9
